trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.9996524295057613}",35,6,-46.03839833400038,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.1, 'e': 0.9996428286890142}",25,0,-63.62497903414981,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
185,False,"{'a': 0.1, 'e': 0.9996330168747566}",20,0,-67.50535131205649,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
186,False,"{'a': 0.1, 'e': 0.9996229906041152}",25,0,-211.85138576626434,"{0: 10, 1: 5, 2: 6, 3: 1, 4: 3}",0
187,False,"{'a': 0.1, 'e': 0.9996127463806211}",25,0,-113.2179518400006,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
188,False,"{'a': 0.1, 'e': 0.9996022806700062}",20,0,-70.77312411657553,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.1, 'e': 0.9995915899}",20,0,-117.4102134771184,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
190,False,"{'a': 0.1, 'e': 0.9995806704601263}",25,0,-115.57472141255337,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
191,False,"{'a': 0.1, 'e': 0.9995695187015005}",25,0,-202.79163812143608,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
192,False,"{'a': 0.1, 'e': 0.9995581309366255}",25,0,-120.80742518560638,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
193,False,"{'a': 0.1, 'e': 0.9995465034391895}",20,0,-115.91463666819293,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
194,False,"{'a': 0.1, 'e': 0.9995346324438619}",20,0,-98.96288603217629,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
195,False,"{'a': 0.1, 'e': 0.9995225141460905}",30,0,-263.24028859651054,"{0: 16, 1: 1, 2: 6, 3: 3, 4: 4}",0
196,False,"{'a': 0.1, 'e': 0.9995101447018985}",25,0,-237.7971801420311,"{0: 11, 1: 3, 2: 6, 3: 1, 4: 4}",0
197,False,"{'a': 0.1, 'e': 0.9994975202276803}",20,3,-64.25958360069366,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
198,False,"{'a': 0.1, 'e': 0.9994846368}",20,0,-148.16448802806485,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
199,False,"{'a': 0.1, 'e': 0.9994714904553862}",20,0,-189.1676118689384,"{0: 8, 1: 3, 2: 4, 3: 3, 4: 2}",0
200,False,"{'a': 0.1, 'e': 0.9994580771901302}",25,0,-218.38170977222998,"{0: 10, 1: 2, 2: 10, 3: 0, 4: 3}",0
201,False,"{'a': 0.1, 'e': 0.9994443929600823}",25,0,-117.24099603657767,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.9994304336804485}",20,0,-84.497613992807,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
203,False,"{'a': 0.1, 'e': 0.9994161952255872}",20,0,-68.4944636627704,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
204,False,"{'a': 0.1, 'e': 0.9994016734288066}",35,0,-282.6830491768726,"{0: 16, 1: 6, 2: 7, 3: 2, 4: 4}",0
205,False,"{'a': 0.1, 'e': 0.9993868640821606}",30,0,-117.41172600038979,"{0: 16, 1: 4, 2: 8, 3: 2, 4: 0}",0
206,False,"{'a': 0.1, 'e': 0.9993717629362462}",25,0,-121.26621871192478,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
207,False,"{'a': 0.1, 'e': 0.9993563657}",30,0,-166.05962876830446,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
208,False,"{'a': 0.1, 'e': 0.9993406680404952}",20,0,-123.03430020346923,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
209,False,"{'a': 0.1, 'e': 0.999324665582738}",25,0,-129.72131981977472,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
210,False,"{'a': 0.1, 'e': 0.999308353909465}",25,0,-124.88553473966391,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
211,False,"{'a': 0.1, 'e': 0.9992917285609392}",20,0,-139.68062535788775,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
212,False,"{'a': 0.1, 'e': 0.9992747850347474}",20,0,-188.61021381455305,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
213,False,"{'a': 0.1, 'e': 0.9992575187855967}",25,0,-172.98121456830944,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
214,False,"{'a': 0.1, 'e': 0.9992399252251114}",25,0,-161.1577800357195,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
215,False,"{'a': 0.1, 'e': 0.9992219997216295}",20,0,-233.4399317586372,"{0: 8, 1: 0, 2: 8, 3: 0, 4: 4}",0
216,False,"{'a': 0.1, 'e': 0.9992037376}",20,5,-6.503286084782586,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.9991851341413792}",25,0,-218.8791634202257,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
218,False,"{'a': 0.1, 'e': 0.9991661845830276}",30,0,-169.87590965406378,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
219,False,"{'a': 0.1, 'e': 0.999146884118107}",25,0,-146.30788337061105,"{0: 10, 1: 5, 2: 9, 3: 0, 4: 1}",0
220,False,"{'a': 0.1, 'e': 0.9991272278954766}",25,0,-169.71078133822996,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
221,False,"{'a': 0.1, 'e': 0.9991072110194906}",30,0,-90.87566746478119,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
222,False,"{'a': 0.1, 'e': 0.9990868285497942}",25,0,-113.39687681114283,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
223,False,"{'a': 0.1, 'e': 0.9990660755011211}",25,0,-164.77101512065778,"{0: 11, 1: 5, 2: 5, 3: 3, 4: 1}",0
224,False,"{'a': 0.1, 'e': 0.9990449468430896}",20,0,-127.5878535334689,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
225,False,"{'a': 0.1, 'e': 0.9990234375}",20,0,-127.40703564060429,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
226,False,"{'a': 0.1, 'e': 0.9990015423506309}",20,4,-150.27270782133704,"{0: 7, 1: 0, 2: 6, 3: 1, 4: 2}",1
227,False,"{'a': 0.1, 'e': 0.9989792562280361}",20,0,-41.563859241646846,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
228,False,"{'a': 0.1, 'e': 0.9989565739193416}",25,0,-89.87632860310245,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
229,False,"{'a': 0.1, 'e': 0.9989334901655422}",25,10,-90.95884343502938,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 1}",1
230,False,"{'a': 0.1, 'e': 0.9989099996612982}",25,0,-166.91332038467053,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
231,False,"{'a': 0.1, 'e': 0.9988860970547325}",20,0,-131.39367614483498,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
232,False,"{'a': 0.1, 'e': 0.9988617769472269}",25,0,-162.56794754936496,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
233,False,"{'a': 0.1, 'e': 0.9988370338932192}",30,0,-159.3987449790507,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
234,False,"{'a': 0.1, 'e': 0.9988118624}",25,0,-281.37930205699536,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 5}",0
235,False,"{'a': 0.1, 'e': 0.9987862569275093}",25,0,-179.09121541064235,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
236,False,"{'a': 0.1, 'e': 0.9987602118881336}",30,0,-181.90214024358812,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
237,False,"{'a': 0.1, 'e': 0.9987337216465021}",20,0,-51.40390536439885,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
238,False,"{'a': 0.1, 'e': 0.998706780519284}",20,0,-51.655124672266616,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
239,False,"{'a': 0.1, 'e': 0.9986793827749851}",35,0,-141.90234656552528,"{0: 18, 1: 9, 2: 7, 3: 0, 4: 1}",0
240,False,"{'a': 0.1, 'e': 0.9986515226337449}",25,0,-105.44155342377776,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
241,False,"{'a': 0.1, 'e': 0.9986231942671324}",20,7,-80.78593798768051,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 1}",1
242,False,"{'a': 0.1, 'e': 0.9985943917979441}",25,0,-128.82582223617482,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
243,False,"{'a': 0.1, 'e': 0.9985651093}",25,0,-136.2953985254146,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
244,False,"{'a': 0.1, 'e': 0.9985353407979407}",30,0,-164.4875387315891,"{0: 16, 1: 8, 2: 2, 3: 2, 4: 2}",0
245,False,"{'a': 0.1, 'e': 0.998505080267024}",30,0,-206.8957887736739,"{0: 13, 1: 4, 2: 10, 3: 1, 4: 2}",0
246,False,"{'a': 0.1, 'e': 0.9984743216329218}",25,0,-127.91801470899622,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
247,False,"{'a': 0.1, 'e': 0.9984430587715168}",25,0,-283.32066144250854,"{0: 9, 1: 1, 2: 9, 3: 2, 4: 4}",0
248,False,"{'a': 0.1, 'e': 0.9984112855086995}",25,0,-150.5709826746043,"{0: 10, 1: 8, 2: 4, 3: 2, 4: 1}",0
249,False,"{'a': 0.1, 'e': 0.9983789956201646}",20,0,-85.18425798210433,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.1, 'e': 0.998346182831208}",25,0,-89.44466452557168,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
251,False,"{'a': 0.1, 'e': 0.9983128408165236}",20,0,-173.2022469630916,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
252,False,"{'a': 0.1, 'e': 0.9982789632}",25,0,-61.3130805857177,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
253,False,"{'a': 0.1, 'e': 0.9982445435545174}",20,0,-40.24913877978593,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
254,False,"{'a': 0.1, 'e': 0.9982095754017443}",30,0,-109.28046908772748,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
255,False,"{'a': 0.1, 'e': 0.9981740522119341}",25,0,-130.83257148057078,"{0: 16, 1: 3, 2: 1, 3: 4, 4: 1}",0
256,False,"{'a': 0.1, 'e': 0.9981379674037223}",20,0,-218.04327116510396,"{0: 6, 1: 3, 2: 7, 3: 1, 4: 3}",0
257,False,"{'a': 0.1, 'e': 0.9981013143439228}",20,0,-251.1987625864047,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
258,False,"{'a': 0.1, 'e': 0.9980640863473251}",25,0,-82.42425198544379,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
259,False,"{'a': 0.1, 'e': 0.9980262766764907}",25,0,-61.03102273168653,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
260,False,"{'a': 0.1, 'e': 0.9979878785415502}",20,0,-33.24284445841712,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
261,False,"{'a': 0.1, 'e': 0.9979488851}",30,0,-218.5212710048498,"{0: 16, 1: 6, 2: 4, 3: 0, 4: 4}",0
262,False,"{'a': 0.1, 'e': 0.9979092894564988}",20,0,-53.42962705331369,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
263,False,"{'a': 0.1, 'e': 0.9978690846626649}",20,0,-109.78645795834079,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
264,False,"{'a': 0.1, 'e': 0.9978282637168724}",20,0,-164.9862797503813,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
265,False,"{'a': 0.1, 'e': 0.9977868195640485}",25,0,-108.66584437484255,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
266,False,"{'a': 0.1, 'e': 0.9977447450954698}",20,0,-114.69766462359382,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
267,False,"{'a': 0.1, 'e': 0.9977020331485597}",25,0,-189.59276293074345,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
268,False,"{'a': 0.1, 'e': 0.9976586765066843}",25,0,-65.56772643210142,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
269,False,"{'a': 0.1, 'e': 0.99761466789895}",30,2,-115.93430457163029,"{0: 14, 1: 3, 2: 10, 3: 1, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.99757}",20,0,-138.4840678948275,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
271,False,"{'a': 0.1, 'e': 0.9975246654298109}",25,0,-145.80669846278028,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
272,False,"{'a': 0.1, 'e': 0.9974786567534895}",20,0,-201.1936587241707,"{0: 6, 1: 4, 2: 7, 3: 0, 4: 3}",0
273,False,"{'a': 0.1, 'e': 0.9974319664810699}",35,10,-161.77884930909505,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",1
274,False,"{'a': 0.1, 'e': 0.9973845870673101}",25,0,-161.96949212270258,"{0: 9, 1: 5, 2: 7, 3: 4, 4: 0}",0
275,False,"{'a': 0.1, 'e': 0.9973365109114888}",25,0,-149.0754284723618,"{0: 11, 1: 5, 2: 6, 3: 2, 4: 1}",0
276,False,"{'a': 0.1, 'e': 0.9972877303572016}",30,0,-113.80236081299292,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
277,False,"{'a': 0.1, 'e': 0.997238237692159}",20,0,-138.24363901701813,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
278,False,"{'a': 0.1, 'e': 0.9971880251479822}",20,0,-44.87089690044558,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
279,False,"{'a': 0.1, 'e': 0.9971370849}",25,1,-153.85218947436886,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 3}",1
280,False,"{'a': 0.1, 'e': 0.997085409067046}",25,0,-123.2927136891552,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
281,False,"{'a': 0.1, 'e': 0.9970329897112551}",25,0,-232.6878402000604,"{0: 11, 1: 2, 2: 7, 3: 2, 4: 3}",0
282,False,"{'a': 0.1, 'e': 0.9969798188378601}",20,0,-66.66483892160775,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
283,False,"{'a': 0.1, 'e': 0.9969258883949889}",20,0,-48.96027177548595,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
284,False,"{'a': 0.1, 'e': 0.996871190273461}",25,0,-73.27906234424819,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
285,False,"{'a': 0.1, 'e': 0.9968157163065844}",20,0,-35.00351299545549,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.996759458269952}",20,0,-141.5427624804622,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
287,False,"{'a': 0.1, 'e': 0.9967024078812393}",25,0,-103.4690453340794,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
288,False,"{'a': 0.1, 'e': 0.9966445568}",30,0,-146.97104269162452,"{0: 15, 1: 3, 2: 11, 3: 0, 4: 1}",0
289,False,"{'a': 0.1, 'e': 0.9965858966274637}",25,0,-44.27114413726808,"{0: 16, 1: 7, 2: 1, 3: 1, 4: 0}",0
290,False,"{'a': 0.1, 'e': 0.996526418906332}",25,0,-209.68939081976308,"{0: 12, 1: 2, 2: 5, 3: 4, 4: 2}",0
291,False,"{'a': 0.1, 'e': 0.9964661151205761}",20,0,-64.57154291521793,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
292,False,"{'a': 0.1, 'e': 0.9964049766952328}",25,0,-111.88989813187283,"{0: 11, 1: 4, 2: 9, 3: 1, 4: 0}",0
293,False,"{'a': 0.1, 'e': 0.9963429949962015}",20,6,-24.527223341604277,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.9962801613300412}",25,0,-115.26418497516605,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
295,False,"{'a': 0.1, 'e': 0.9962164669437671}",30,7,-92.81714181221494,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 2}",1
296,False,"{'a': 0.1, 'e': 0.9961519030246473}",25,0,-100.474986524138,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
297,False,"{'a': 0.1, 'e': 0.9960864607}",20,0,-88.63193910889719,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
298,False,"{'a': 0.1, 'e': 0.9960201310369896}",25,0,-107.29842950004719,"{0: 11, 1: 7, 2: 6, 3: 1, 4: 0}",0
299,False,"{'a': 0.1, 'e': 0.9959529050424241}",30,0,-169.80159872300905,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
300,False,"{'a': 0.1, 'e': 0.9958847736625515}",20,0,-74.26507956935981,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
301,False,"{'a': 0.1, 'e': 0.9958157277828567}",20,0,-211.19311341782043,"{0: 7, 1: 2, 2: 7, 3: 1, 4: 3}",0
302,False,"{'a': 0.1, 'e': 0.9957457582278583}",20,0,-47.83932055800591,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
303,False,"{'a': 0.1, 'e': 0.9956748557609053}",25,0,-145.9287784190041,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
304,False,"{'a': 0.1, 'e': 0.9956030110839743}",25,7,-28.74544697325421,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.9955302148374655}",30,0,-111.27790430006591,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.9954564576}",20,0,-53.22759248186936,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
307,False,"{'a': 0.1, 'e': 0.9953817298882166}",30,0,-79.57808984462606,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
308,False,"{'a': 0.1, 'e': 0.9953060221565683}",20,0,-71.04761274377499,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
309,False,"{'a': 0.1, 'e': 0.9952293247971193}",20,0,6.581231430005051,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
310,False,"{'a': 0.1, 'e': 0.9951516281393419}",25,0,-73.10849637769776,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
311,False,"{'a': 0.1, 'e': 0.9950729224499127}",25,0,-111.51149853547595,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
312,False,"{'a': 0.1, 'e': 0.9949931979325103}",30,0,-234.1481338538162,"{0: 15, 1: 8, 2: 1, 3: 2, 4: 4}",0
313,False,"{'a': 0.1, 'e': 0.994912444727611}",30,0,-128.29367926829684,"{0: 14, 1: 8, 2: 6, 3: 2, 4: 0}",0
314,False,"{'a': 0.1, 'e': 0.9948306529122865}",20,0,-102.44730267995774,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
315,False,"{'a': 0.1, 'e': 0.9947478125}",20,0,-68.65769147714764,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
316,False,"{'a': 0.1, 'e': 0.9946639134404037}",25,0,-63.97107148955094,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
317,False,"{'a': 0.1, 'e': 0.994578945619135}",20,12,-70.88105044648859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
318,False,"{'a': 0.1, 'e': 0.9944928988576132}",25,0,-158.90036630202127,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
319,False,"{'a': 0.1, 'e': 0.9944057629128368}",25,0,-116.78746704349314,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
320,False,"{'a': 0.1, 'e': 0.9943175274771799}",20,11,-18.75259375113315,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.1, 'e': 0.9942281821781893}",30,0,-161.0681721926911,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
322,False,"{'a': 0.1, 'e': 0.9941377165783807}",20,0,-159.79507638759463,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
323,False,"{'a': 0.1, 'e': 0.994046120175036}",20,0,-156.57663246716479,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
324,False,"{'a': 0.1, 'e': 0.9939533824}",20,0,-29.985128915606147,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
325,False,"{'a': 0.1, 'e': 0.993859492619477}",25,0,-170.3931635106578,"{0: 11, 1: 3, 2: 7, 3: 3, 4: 1}",0
326,False,"{'a': 0.1, 'e': 0.9937644401338278}",20,0,-164.61636906448848,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
327,False,"{'a': 0.1, 'e': 0.9936682141773663}",20,0,-19.20320582820774,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
328,False,"{'a': 0.1, 'e': 0.9935708039181561}",25,0,-134.37000412475436,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 1}",0
329,False,"{'a': 0.1, 'e': 0.9934721984578079}",20,0,-172.6407768157593,"{0: 7, 1: 2, 2: 9, 3: 0, 4: 2}",0
330,False,"{'a': 0.1, 'e': 0.9933723868312757}",20,0,-62.30514768259903,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
331,False,"{'a': 0.1, 'e': 0.9932713580066538}",25,0,-152.4145915160085,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
332,False,"{'a': 0.1, 'e': 0.9931691008849735}",20,0,-186.36514990519555,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
333,False,"{'a': 0.1, 'e': 0.9930656043}",20,0,-143.9880397957472,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
334,False,"{'a': 0.1, 'e': 0.992960857018029}",25,0,-165.0910448365372,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
335,False,"{'a': 0.1, 'e': 0.992854847737684}",20,0,-123.10411034011118,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
336,False,"{'a': 0.1, 'e': 0.992747565089712}",25,0,-51.08111396299801,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
337,False,"{'a': 0.1, 'e': 0.9926389976367813}",30,0,-146.01322108538426,"{0: 19, 1: 5, 2: 2, 3: 2, 4: 2}",0
338,False,"{'a': 0.1, 'e': 0.9925291338732781}",20,0,-103.21099273716469,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.9924179622251029}",30,0,-201.4523899051269,"{0: 18, 1: 5, 2: 2, 3: 1, 4: 4}",0
340,False,"{'a': 0.1, 'e': 0.9923054710494674}",30,0,-103.00837572249863,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
341,False,"{'a': 0.1, 'e': 0.9921916486346916}",20,0,-142.68086169869798,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
342,False,"{'a': 0.1, 'e': 0.9920764832}",30,0,-163.56821495283313,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
343,False,"{'a': 0.1, 'e': 0.9919599628953192}",30,0,-109.25554791975462,"{0: 17, 1: 2, 2: 10, 3: 1, 4: 0}",0
344,False,"{'a': 0.1, 'e': 0.9918420758010736}",20,0,-167.77936066920722,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
345,False,"{'a': 0.1, 'e': 0.9917228099279836}",30,0,-132.8565627987654,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
346,False,"{'a': 0.1, 'e': 0.9916021532168606}",20,0,-71.96062604349238,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
347,False,"{'a': 0.1, 'e': 0.9914800935384054}",20,11,-79.78041863314098,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 1}",1
348,False,"{'a': 0.1, 'e': 0.9913566186930041}",25,0,-102.95321764600757,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.9912317164105252}",30,0,-221.44230610580038,"{0: 13, 1: 2, 2: 11, 3: 2, 4: 2}",0
350,False,"{'a': 0.1, 'e': 0.991105374350116}",25,0,-125.34268961664198,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
351,False,"{'a': 0.1, 'e': 0.9909775801}",20,0,-124.05551214354897,"{0: 8, 1: 5, 2: 4, 3: 3, 4: 0}",0
352,False,"{'a': 0.1, 'e': 0.9908483211772731}",20,5,12.269940138811032,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.9907175850277007}",25,0,-132.2752786367037,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
354,False,"{'a': 0.1, 'e': 0.9905853590255144}",25,0,-108.25613759172987,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
355,False,"{'a': 0.1, 'e': 0.9904516304732087}",25,0,-156.77590801887123,"{0: 13, 1: 0, 2: 9, 3: 2, 4: 1}",0
356,False,"{'a': 0.1, 'e': 0.9903163866013379}",30,0,-217.27891672495875,"{0: 14, 1: 3, 2: 8, 3: 3, 4: 2}",0
357,False,"{'a': 0.1, 'e': 0.9901796145683127}",30,0,-141.03588969984312,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
358,False,"{'a': 0.1, 'e': 0.9900413014601974}",25,0,-73.12958089427963,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
359,False,"{'a': 0.1, 'e': 0.9899014342905061}",20,0,-72.2516325402416,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
360,False,"{'a': 0.1, 'e': 0.98976}",20,0,-18.67348901035339,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
361,False,"{'a': 0.1, 'e': 0.9896169854564836}",25,0,-122.98424007228647,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
362,False,"{'a': 0.1, 'e': 0.9894723774546021}",30,0,-88.8008248466533,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
363,False,"{'a': 0.1, 'e': 0.9893261627156379}",25,0,-117.86809612373678,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
364,False,"{'a': 0.1, 'e': 0.9891783278873072}",20,0,-123.70953497801428,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
365,False,"{'a': 0.1, 'e': 0.989028859543557}",20,0,-88.27063552679245,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
366,False,"{'a': 0.1, 'e': 0.9888777441843621}",30,0,-59.564085510025826,"{0: 22, 1: 6, 2: 1, 3: 0, 4: 1}",0
