trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.1, 'e': 0.9887249682355214}",25,0,-112.19500077822227,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
368,False,"{'a': 0.1, 'e': 0.9885705180484546}",30,20,-65.18884396573932,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
369,False,"{'a': 0.1, 'e': 0.9884143799}",20,0,-62.373288845457935,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
370,False,"{'a': 0.1, 'e': 0.9882565399922099}",20,13,-10.173979993114184,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.9880969844521482}",25,0,-99.29569212973992,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
372,False,"{'a': 0.1, 'e': 0.9879356993316872}",25,0,-168.33595133376056,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
373,False,"{'a': 0.1, 'e': 0.9877726706073041}",20,0,-78.96497956268692,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
374,False,"{'a': 0.1, 'e': 0.9876078841798778}",25,8,-80.3914871346292,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 1}",1
375,False,"{'a': 0.1, 'e': 0.9874413258744856}",20,0,-82.97900862065872,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
376,False,"{'a': 0.1, 'e': 0.9872729814402005}",20,0,-115.89211152392429,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
377,False,"{'a': 0.1, 'e': 0.9871028365498874}",30,0,-106.90191648050161,"{0: 16, 1: 8, 2: 4, 3: 2, 4: 0}",0
378,False,"{'a': 0.1, 'e': 0.9869308768}",30,0,-156.64469016454586,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
379,False,"{'a': 0.1, 'e': 0.9867570877103778}",35,0,-139.2034441396478,"{0: 19, 1: 6, 2: 9, 3: 0, 4: 1}",0
380,False,"{'a': 0.1, 'e': 0.9865814547240428}",20,2,-61.27223965712796,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
381,False,"{'a': 0.1, 'e': 0.9864039632069959}",20,0,-145.7653308496367,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
382,False,"{'a': 0.1, 'e': 0.9862245984480144}",25,0,-112.5697332422917,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
383,False,"{'a': 0.1, 'e': 0.9860433456584481}",30,0,-151.99034969249803,"{0: 16, 1: 8, 2: 3, 3: 1, 4: 2}",0
384,False,"{'a': 0.1, 'e': 0.9858601899720164}",20,0,-113.04415416249951,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
385,False,"{'a': 0.1, 'e': 0.9856751164446054}",20,0,-79.31988247579801,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
386,False,"{'a': 0.1, 'e': 0.9854881100540636}",20,0,-165.20224376528398,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
387,False,"{'a': 0.1, 'e': 0.9852991557}",20,0,-169.12865529133072,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
388,False,"{'a': 0.1, 'e': 0.9851082382035801}",25,0,-161.58132653160501,"{0: 8, 1: 5, 2: 11, 3: 0, 4: 1}",0
389,False,"{'a': 0.1, 'e': 0.9849153423073227}",30,0,-154.72718312250106,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
390,False,"{'a': 0.1, 'e': 0.9847204526748972}",20,0,-88.98605138715591,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
391,False,"{'a': 0.1, 'e': 0.9845235538909194}",20,0,-137.36772476840233,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
392,False,"{'a': 0.1, 'e': 0.9843246304607496}",25,0,-195.38144418506155,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
393,False,"{'a': 0.1, 'e': 0.9841236668102881}",25,0,-72.16480070815552,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
394,False,"{'a': 0.1, 'e': 0.9839206472857729}",25,0,-180.06809573380445,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
395,False,"{'a': 0.1, 'e': 0.9837155561535759}",25,0,-305.89248092712216,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 6}",0
396,False,"{'a': 0.1, 'e': 0.9835083776}",20,0,-94.98437721759764,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
397,False,"{'a': 0.1, 'e': 0.9832990957310759}",20,0,-44.29895669500549,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
398,False,"{'a': 0.1, 'e': 0.9830876945723586}",30,0,-109.86691774562757,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
399,False,"{'a': 0.1, 'e': 0.9828741580687242}",20,0,-171.33407246836532,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
400,False,"{'a': 0.1, 'e': 0.9826584700841674}",25,0,-178.98107442875124,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
401,False,"{'a': 0.1, 'e': 0.982440614401597}",30,0,-116.53220538636539,"{0: 16, 1: 6, 2: 6, 3: 2, 4: 0}",0
402,False,"{'a': 0.1, 'e': 0.9822205747226338}",20,0,-39.95244955776719,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
403,False,"{'a': 0.1, 'e': 0.9819983346674067}",20,0,-60.55307594361911,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
404,False,"{'a': 0.1, 'e': 0.9817738777743501}",20,0,-139.5467444342875,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
405,False,"{'a': 0.1, 'e': 0.9815471875}",20,0,-63.62945079224146,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
406,False,"{'a': 0.1, 'e': 0.9813182472187911}",25,0,-51.22617716543296,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
407,False,"{'a': 0.1, 'e': 0.9810870402228539}",25,0,-167.09478041228056,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
408,False,"{'a': 0.1, 'e': 0.9808535497218107}",20,0,-74.04910180453649,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
409,False,"{'a': 0.1, 'e': 0.9806177588425731}",25,0,-78.98810579269896,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
410,False,"{'a': 0.1, 'e': 0.9803796506291385}",25,0,-56.075309080203766,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
411,False,"{'a': 0.1, 'e': 0.9801392080423869}",20,0,-121.94276104182288,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
412,False,"{'a': 0.1, 'e': 0.9798964139598774}",20,0,-122.13296808128455,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
413,False,"{'a': 0.1, 'e': 0.9796512511756457}",20,0,-105.06290425657409,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
414,False,"{'a': 0.1, 'e': 0.9794037024}",25,0,-135.5700072173648,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
415,False,"{'a': 0.1, 'e': 0.9791537502593185}",20,1,-57.706749115770236,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 1}",1
416,False,"{'a': 0.1, 'e': 0.9789013772958458}",20,0,-56.188856962880344,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
417,False,"{'a': 0.1, 'e': 0.9786465659674897}",25,0,-128.40100896020965,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
418,False,"{'a': 0.1, 'e': 0.978389298647618}",25,0,-127.9951435727432,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
419,False,"{'a': 0.1, 'e': 0.9781295576248557}",25,0,-133.2515269957186,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
420,False,"{'a': 0.1, 'e': 0.9778673251028807}",20,0,-35.35857702068882,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
421,False,"{'a': 0.1, 'e': 0.9776025832002219}",25,0,-190.84514155180702,"{0: 11, 1: 6, 2: 3, 3: 3, 4: 2}",0
422,False,"{'a': 0.1, 'e': 0.977335313950055}",30,0,-106.55766220169536,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
423,False,"{'a': 0.1, 'e': 0.9770654993}",20,0,-183.50641291384633,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
424,False,"{'a': 0.1, 'e': 0.9767931211119172}",25,0,-117.74167062170272,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
425,False,"{'a': 0.1, 'e': 0.9765181611617046}",25,0,-146.3272398829223,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
426,False,"{'a': 0.1, 'e': 0.9762406011390946}",20,0,-79.29128103001264,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
427,False,"{'a': 0.1, 'e': 0.9759604226474504}",20,0,-73.58408366611967,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
428,False,"{'a': 0.1, 'e': 0.9756776072035631}",25,0,-109.9380336470613,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
429,False,"{'a': 0.1, 'e': 0.9753921362374486}",35,0,-194.0038166571983,"{0: 16, 1: 5, 2: 11, 3: 2, 4: 1}",0
430,False,"{'a': 0.1, 'e': 0.9751039910921439}",30,0,-209.1354865868577,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
431,False,"{'a': 0.1, 'e': 0.9748131530235042}",20,0,-117.09283794748926,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
432,False,"{'a': 0.1, 'e': 0.9745196032}",30,0,-161.20768857990402,"{0: 17, 1: 2, 2: 7, 3: 3, 4: 1}",0
433,False,"{'a': 0.1, 'e': 0.9742233227025132}",20,0,-106.17876483318425,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
434,False,"{'a': 0.1, 'e': 0.9739242925241341}",20,0,-23.19740560956084,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.9736224935699589}",30,0,-154.30050465323043,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
436,False,"{'a': 0.1, 'e': 0.973317906656885}",35,1,-142.06437720290847,"{0: 19, 1: 5, 2: 8, 3: 1, 4: 1}",1
437,False,"{'a': 0.1, 'e': 0.9730105125134092}",25,0,-105.42680924023081,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
438,False,"{'a': 0.1, 'e': 0.9727002917794239}",25,0,-120.92804297952206,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
439,False,"{'a': 0.1, 'e': 0.9723872250060136}",20,0,-109.45741619318756,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
440,False,"{'a': 0.1, 'e': 0.9720712926552524}",20,0,-49.69355472980064,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
441,False,"{'a': 0.1, 'e': 0.9717524751}",20,0,-158.25423101699408,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
442,False,"{'a': 0.1, 'e': 0.9714307526236989}",30,0,-172.9225760398708,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
443,False,"{'a': 0.1, 'e': 0.9711061054201714}",20,9,-25.843261792840803,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.1, 'e': 0.9707785135934156}",25,0,-97.75192762038348,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
445,False,"{'a': 0.1, 'e': 0.9704479571574032}",30,0,-330.258761828945,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 6}",0
446,False,"{'a': 0.1, 'e': 0.9701144160358753}",25,0,-27.162538208511783,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
447,False,"{'a': 0.1, 'e': 0.9697778700621399}",20,0,-62.55526163871885,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
448,False,"{'a': 0.1, 'e': 0.9694382989788684}",20,0,-202.91535816843177,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 5}",0
449,False,"{'a': 0.1, 'e': 0.9690956824378922}",20,0,-94.97489390521119,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
450,False,"{'a': 0.1, 'e': 0.96875}",25,0,-85.90675458098438,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
451,False,"{'a': 0.1, 'e': 0.9684012311347339}",20,0,-118.51948698938598,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
452,False,"{'a': 0.1, 'e': 0.9680493552201866}",20,0,-131.31177179521674,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
453,False,"{'a': 0.1, 'e': 0.9676943515427984}",20,5,-49.01671887700945,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
454,False,"{'a': 0.1, 'e': 0.9673361992971532}",30,0,-199.22367011307585,"{0: 15, 1: 5, 2: 5, 3: 3, 4: 2}",0
455,False,"{'a': 0.1, 'e': 0.9669748775857763}",25,0,-149.59960395354614,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
456,False,"{'a': 0.1, 'e': 0.9666103654189301}",20,0,-149.56356129830192,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
457,False,"{'a': 0.1, 'e': 0.9662426417144118}",25,0,-189.72942893646476,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
458,False,"{'a': 0.1, 'e': 0.9658716852973497}",20,0,-115.0964237586596,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
459,False,"{'a': 0.1, 'e': 0.9654974749}",20,0,-196.93538339398108,"{0: 8, 1: 0, 2: 9, 3: 0, 4: 3}",0
460,False,"{'a': 0.1, 'e': 0.9651199891615438}",25,0,-108.36080483285107,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
461,False,"{'a': 0.1, 'e': 0.9647392066278836}",30,0,-148.89419043178555,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
462,False,"{'a': 0.1, 'e': 0.9643551057514403}",20,0,-34.963622747743855,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
463,False,"{'a': 0.1, 'e': 0.9639676648909499}",20,0,-144.48331926713436,"{0: 7, 1: 3, 2: 8, 3: 1, 4: 1}",0
464,False,"{'a': 0.1, 'e': 0.9635768623112602}",20,0,-66.03024751730977,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
465,False,"{'a': 0.1, 'e': 0.9631826761831276}",20,0,2.9812597961603666,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
466,False,"{'a': 0.1, 'e': 0.9627850845830142}",25,0,-164.58434752173656,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
467,False,"{'a': 0.1, 'e': 0.9623840654928839}",25,0,-234.84227192978136,"{0: 10, 1: 5, 2: 6, 3: 0, 4: 4}",0
468,False,"{'a': 0.1, 'e': 0.9619795968}",25,0,-253.07783439303256,"{0: 13, 1: 0, 2: 6, 3: 2, 4: 4}",0
469,False,"{'a': 0.1, 'e': 0.9615716562967214}",20,0,-47.60919501052659,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
470,False,"{'a': 0.1, 'e': 0.9611602216802995}",20,0,-109.78311965669441,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
471,False,"{'a': 0.1, 'e': 0.9607452705526749}",30,0,-143.2670099773201,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
472,False,"{'a': 0.1, 'e': 0.9603267804202746}",25,0,-149.5034929142946,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
473,False,"{'a': 0.1, 'e': 0.9599047286938085}",25,2,-85.14414163572017,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
474,False,"{'a': 0.1, 'e': 0.9594790926880659}",20,0,-75.49032181776873,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
475,False,"{'a': 0.1, 'e': 0.9590498496217125}",20,0,-121.17534787099918,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
476,False,"{'a': 0.1, 'e': 0.9586169766170876}",25,0,-152.80466847130077,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
477,False,"{'a': 0.1, 'e': 0.9581804507}",20,0,-106.95388756836819,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
478,False,"{'a': 0.1, 'e': 0.9577402487995258}",20,0,-110.87193056392792,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
479,False,"{'a': 0.1, 'e': 0.9572963477478044}",20,0,-196.20455952473498,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
480,False,"{'a': 0.1, 'e': 0.9568487242798354}",20,0,-145.16072054152227,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
481,False,"{'a': 0.1, 'e': 0.9563973550332757}",35,21,-10.835575036533381,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
482,False,"{'a': 0.1, 'e': 0.9559422165482362}",20,0,-60.238885330994336,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
483,False,"{'a': 0.1, 'e': 0.9554832852670782}",20,0,-110.47482018576117,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
484,False,"{'a': 0.1, 'e': 0.9550205375342106}",25,0,-114.46956971198512,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
485,False,"{'a': 0.1, 'e': 0.9545539495958865}",25,0,-290.78235055848455,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 5}",0
486,False,"{'a': 0.1, 'e': 0.9540834976}",35,0,-189.05870645011635,"{0: 17, 1: 7, 2: 9, 3: 0, 4: 2}",0
487,False,"{'a': 0.1, 'e': 0.953609157595883}",25,15,-62.00837987753071,"{0: 5, 1: 0, 2: 3, 3: 2, 4: 0}",1
488,False,"{'a': 0.1, 'e': 0.9531309055341022}",20,0,-122.86663566104491,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
489,False,"{'a': 0.1, 'e': 0.9526487172662551}",25,4,-119.82299896601306,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 2}",1
490,False,"{'a': 0.1, 'e': 0.9521625685447679}",25,7,-91.49206224646561,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
491,False,"{'a': 0.1, 'e': 0.9516724350226913}",20,0,-169.21566349832403,"{0: 7, 1: 8, 2: 2, 3: 0, 4: 3}",0
492,False,"{'a': 0.1, 'e': 0.9511782922534979}",35,0,-114.03151223169952,"{0: 24, 1: 1, 2: 8, 3: 1, 4: 1}",0
493,False,"{'a': 0.1, 'e': 0.9506801156908787}",25,0,-132.32997230976443,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
494,False,"{'a': 0.1, 'e': 0.95017788068854}",25,12,-91.01785952186786,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
495,False,"{'a': 0.1, 'e': 0.9496715625}",30,0,-46.53258316357049,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
496,False,"{'a': 0.1, 'e': 0.9491611362783857}",25,0,-200.70152616285296,"{0: 10, 1: 5, 2: 7, 3: 0, 4: 3}",0
497,False,"{'a': 0.1, 'e': 0.9486465770762299}",25,1,-143.36879679862034,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 2}",1
498,False,"{'a': 0.1, 'e': 0.9481278598452675}",30,14,-25.81894096742915,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
499,False,"{'a': 0.1, 'e': 0.9476049594362326}",25,0,-195.8813982496683,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
500,False,"{'a': 0.1, 'e': 0.9470778505986553}",20,13,1.2253588008378693,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.1, 'e': 0.9465465079806584}",35,0,-199.00895690881475,"{0: 14, 1: 8, 2: 11, 3: 1, 4: 1}",0
502,False,"{'a': 0.1, 'e': 0.946010906128754}",30,0,-88.69372657963129,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
503,False,"{'a': 0.1, 'e': 0.9454710194876408}",25,1,-128.96261852616124,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 2}",1
504,False,"{'a': 0.1, 'e': 0.9449268224}",20,0,-106.13361477349108,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
505,False,"{'a': 0.1, 'e': 0.9443782891062931}",35,0,-133.04637373493136,"{0: 22, 1: 2, 2: 9, 3: 1, 4: 1}",0
506,False,"{'a': 0.1, 'e': 0.9438253937445579}",25,2,-109.75904528879938,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 2}",1
507,False,"{'a': 0.1, 'e': 0.9432681103502057}",20,0,-117.96958440994896,"{0: 8, 1: 6, 2: 4, 3: 1, 4: 1}",0
508,False,"{'a': 0.1, 'e': 0.942706412855818}",25,0,-163.84330394598484,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
509,False,"{'a': 0.1, 'e': 0.9421402750909431}",35,0,-107.56036656799037,"{0: 22, 1: 4, 2: 7, 3: 2, 4: 0}",0
510,False,"{'a': 0.1, 'e': 0.941569670781893}",25,0,-175.63154750486746,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
511,False,"{'a': 0.1, 'e': 0.9409945735515403}",30,0,-152.81335898749683,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
512,False,"{'a': 0.1, 'e': 0.9404149569191146}",20,0,-54.373315596903495,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
513,False,"{'a': 0.1, 'e': 0.9398307943}",20,0,-98.62738985936993,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
514,False,"{'a': 0.1, 'e': 0.939242059005531}",20,0,-37.14097946100256,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
515,False,"{'a': 0.1, 'e': 0.9386487242427899}",25,0,-154.70223408705033,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
516,False,"{'a': 0.1, 'e': 0.9380507631144033}",30,0,-243.01552652630562,"{0: 13, 1: 3, 2: 10, 3: 1, 4: 3}",0
517,False,"{'a': 0.1, 'e': 0.937448148618339}",25,0,-90.57825670628802,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
518,False,"{'a': 0.1, 'e': 0.9368408536477028}",20,0,-75.14359669649075,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
519,False,"{'a': 0.1, 'e': 0.936228850990535}",30,0,-226.7971822158169,"{0: 16, 1: 2, 2: 8, 3: 0, 4: 4}",0
520,False,"{'a': 0.1, 'e': 0.9356121133296076}",25,0,-63.042587792845,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
521,False,"{'a': 0.1, 'e': 0.9349906132422209}",20,0,-109.48132060935764,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
522,False,"{'a': 0.1, 'e': 0.9343643232}",20,0,-32.02650462455219,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
523,False,"{'a': 0.1, 'e': 0.9337332155686922}",20,8,-70.67858807348823,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
524,False,"{'a': 0.1, 'e': 0.9330972626079629}",25,0,-102.0020324400332,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
525,False,"{'a': 0.1, 'e': 0.9324564364711934}",20,10,-99.98668780852756,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",1
526,False,"{'a': 0.1, 'e': 0.931810709205277}",25,0,-129.5443810641844,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
527,False,"{'a': 0.1, 'e': 0.9311600527504158}",20,2,-66.51442736947739,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
528,False,"{'a': 0.1, 'e': 0.9305044389399177}",25,0,-137.27677382397033,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
529,False,"{'a': 0.1, 'e': 0.9298438394999933}",25,12,-24.211101999001137,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.1, 'e': 0.929178226049552}",20,0,-115.7931869122511,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
531,False,"{'a': 0.1, 'e': 0.9285075701}",25,5,-165.07518610691528,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",1
532,False,"{'a': 0.1, 'e': 0.9278318430550356}",20,0,-134.36619256939983,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
533,False,"{'a': 0.1, 'e': 0.9271510162104473}",30,0,-117.68561479998945,"{0: 18, 1: 1, 2: 8, 3: 3, 4: 0}",0
534,False,"{'a': 0.1, 'e': 0.9264650607539094}",30,0,-154.66577859966574,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
535,False,"{'a': 0.1, 'e': 0.9257739477647801}",25,0,-117.66132978067256,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
536,False,"{'a': 0.1, 'e': 0.9250776482138969}",20,0,-32.04637943300043,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
537,False,"{'a': 0.1, 'e': 0.9243761329633745}",25,0,-113.43841798058136,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
538,False,"{'a': 0.1, 'e': 0.9236693727664008}",25,0,-128.6279169488693,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
539,False,"{'a': 0.1, 'e': 0.9229573382670342}",20,0,-128.6207193534999,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
540,False,"{'a': 0.1, 'e': 0.92224}",25,0,-142.28493660071965,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
541,False,"{'a': 0.1, 'e': 0.9215173283904876}",30,0,-226.72414273286591,"{0: 17, 1: 1, 2: 8, 3: 0, 4: 4}",0
542,False,"{'a': 0.1, 'e': 0.9207892937539467}",20,0,-135.40090546415254,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
543,False,"{'a': 0.1, 'e': 0.9200558662958848}",30,0,-98.50259510365309,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
544,False,"{'a': 0.1, 'e': 0.9193170161116632}",25,0,-173.3662511981626,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
545,False,"{'a': 0.1, 'e': 0.9185727131862944}",20,0,-170.17343899507,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
546,False,"{'a': 0.1, 'e': 0.9178229273942387}",20,0,-51.12932597919985,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
547,False,"{'a': 0.1, 'e': 0.9170676284992006}",35,12,-168.05474485007102,"{0: 10, 1: 4, 2: 6, 3: 1, 4: 2}",1
548,False,"{'a': 0.1, 'e': 0.9163067861539264}",20,0,-168.05613085098804,"{0: 8, 1: 4, 2: 4, 3: 2, 4: 2}",0
549,False,"{'a': 0.1, 'e': 0.9155403699}",20,0,-203.0823706515305,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
550,False,"{'a': 0.1, 'e': 0.9147683491676404}",20,0,-122.49843535265813,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
